timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,bb_mid,bb_high_indicator,bb_low_indicator,atr,ema12,ema26,sma27,sma200
1627603200.0,40018.49,42316.71,38313.23,42206.37,73602.784805,1627689599.999,2939833541.38153644,1797012,37730.42686200,1509172746.20397869,74.78057214674509,1600.1017246911942,424.67041607412943,1175.4313086170648,41269.15995909091,27403.9780409091,34336.569,1.0,0.0,2224.582232086033,37044.7417814447,35444.64005675351,34221.649999999994,44662.5977
1627689600.0,42206.36,42448.0,41000.15,41461.83,44849.791012,1627775999.999,1868285510.88467891,1565380,22844.24505000,951887855.62149689,70.92722210986895,1833.9359847412707,706.5235298075577,1127.412454933713,42292.41198995405,27101.010010045942,34696.710999999996,0.0,0.0,2169.1013583656018,37724.293815068595,35890.357830327324,34450.36555555555,44699.650649999996
1627776000.0,41461.84,42599.0,39422.01,39845.44,53953.186326,1627862399.999,2227567271.48786541,1603964,25796.75379500,1066579608.83982349,63.30110025525164,1867.2971174330232,938.6782473326508,928.6188701003724,42910.00979663667,27159.293203363333,35034.6515,0.0,0.0,2241.0934041966298,38050.623997365736,36183.32687993271,34678.339629629634,44712.02095
1627862400.0,39850.27,40480.01,38690.0,39147.82,50837.351954,1627948799.999,2010928003.59440882,1162878,24558.00534300,971596720.94675931,60.28822772340683,1816.5044194857328,1114.2434817632673,702.2609377224655,43351.20843965965,27359.89956034035,35355.554,0.0,0.0,2208.8731610397276,38219.42338238639,36402.91896290066,34860.85111111111,44712.03755
1627948800.0,39146.86,39780.0,37642.03,38207.05,57117.435853,1628035199.999,2195360658.56732878,1379871,27683.46659800,1064118781.84985729,56.39038946716196,1680.9614861140872,1227.5870826334312,453.37440348065593,43623.69968105079,27626.111318949206,35624.9055,0.0,0.0,2203.8086495368902,38217.51978509618,36536.55829898209,35021.77444444445,44719.3617
1628035200.0,38207.04,39969.66,37508.56,39723.18,52329.35243,1628121599.999,2028792778.18480471,1220555,26804.21116900,1039347051.55552658,60.790105391489895,1676.5554672489598,1317.380759556537,359.17470769242277,44012.05424110487,28022.074758895134,36017.0645,0.0,0.0,2222.1866031413983,38449.1598181583,36772.60435090934,35275.38444444445,44738.002700000005
1628121600.0,39723.17,41350.0,37332.7,40862.46,84343.755621,1628207999.999,3314527738.33973321,1913281,41673.12908100,1638359889.80201597,63.749703284466655,1744.8801479985123,1402.8806372449321,341.9995107535801,44454.89364350437,28527.094356495625,36490.994,0.0,0.0,2350.4089886312986,38820.43676921087,37075.55662121236,35536.37148148148,44763.171949999996
1628208000.0,40862.46,43392.43,39853.86,42836.87,75753.941347,1628294399.999,3148022459.91615849,2223356,38278.00475800,1591634314.10080118,68.22583387245919,1936.028998751026,1509.510309546151,426.51868920487505,45134.891270664106,28978.776729335903,37056.834,0.0,0.0,2435.2776323004914,39438.34957394766,37502.32057519663,35882.07518518519,44794.19995
1628294400.0,42836.87,44700.0,42446.41,44572.54,73396.740808,1628380799.999,3197407326.03679334,2258213,37355.62384500,1627865923.87897347,71.55140680048152,2202.184491520078,1648.0451459409364,554.1393455791417,46023.79437920489,29369.27162079512,37696.533,0.0,0.0,2422.2999442790274,40228.22502410955,38026.040532589475,36264.05851851852,44837.6052
1628380800.0,44572.54,45310.0,43261.0,43794.37,69329.092698,1628467199.999,3074924734.87934016,1857112,34099.15066000,1512451140.39891587,68.109553485479,2323.5385158659774,1783.1438199259449,540.3946959400325,46449.723255955636,30238.814744044364,38344.269,0.0,0.0,2395.6356625448107,40776.86271270808,38453.324196842106,36660.641481481485,44879.2359
1628467200.0,43794.36,46454.15,42779.0,46253.4,74587.884845,1628553599.999,3362870286.25811797,2130595,38464.60543000,1735618666.81813226,72.59564201082772,2588.299321084378,1944.1749201576315,644.1244009267464,46969.0260225123,31365.816977487695,39167.4215,0.0,0.0,2487.0295437916097,41619.406910752994,39031.107589668616,37161.51666666666,44956.252250000005
1628553600.0,46248.87,46700.0,44589.46,45584.99,53814.643421,1628639999.999,2452485823.93365419,1951330,26592.36931400,1212338434.73183560,69.72448876760888,2712.916255986718,2097.923187323449,614.9930686632692,47417.79281339574,32261.098186604264,39839.4455,0.0,0.0,2460.13743352078,42229.496616790995,39516.58036080428,37634.293333333335,45019.45135000001
1628640000.0,45585.0,46743.47,45341.14,45511.0,52734.901977,1628726399.999,2432788769.83269651,1862925,27064.39384300,1248929298.82858753,69.3972964138069,2773.7318459417074,2233.084919047101,540.6469268946066,47621.75225792088,33379.45574207913,40500.60400000001,0.0,0.0,2384.5797596978673,42734.34329113085,39960.61144518914,38139.14518518519,45086.616350000004
1628726400.0,45510.67,46218.12,43770.0,44399.0,55266.108781,1628812799.999,2478758524.86417613,1623329,26765.08804000,1200329050.57391097,64.49855793112035,2701.063355496837,2326.680606337048,374.382749159789,47608.599496029725,34469.09950397028,41038.849500000004,0.0,0.0,2389.118348290877,42990.444323264564,40289.38096776773,38621.18703703704,45147.311850000006
1628812800.0,44400.06,47886.0,44217.39,47800.0,48239.370431,1628899199.999,2239435701.11779154,1804716,25367.98823600,1177391788.09298993,71.19565052390351,2884.6528475358064,2438.2750545768,446.37779295900646,48140.49090745937,35291.39409254064,41715.942500000005,0.0,0.0,2480.510609127243,43730.37596583925,40845.723118303446,39224.14740740741,45225.04085000001
1628899200.0,47799.99,48144.0,45971.03,47068.51,46114.359022,1628985599.999,2166461458.66824897,1849556,22999.52851900,1080741765.68745919,68.215029074817,2937.2647532924166,2538.072994319923,399.1917589724935,48433.22782333648,36167.40617666353,42300.317,0.0,0.0,2458.5434227610117,44243.935048017825,41306.67029472541,39790.44185185185,45298.04455
1628985600.0,47068.5,47372.27,45500.0,46973.82,42110.711334,1629071999.999,1950753713.21212474,1580122,21129.91977600,979120004.20283388,67.81921926627683,2937.4581865399887,2617.950032763936,319.5081537760525,48779.35302430422,36794.90297569579,42787.128000000004,0.0,0.0,2416.6667497066533,44663.91734832277,41726.45916178278,40388.0037037037,45381.082899999994
1629072000.0,46973.82,48053.83,45660.0,45901.29,52480.574014,1629158399.999,2462127629.60902359,1655378,25847.87243800,1213162181.66541896,63.33641306958943,2818.5764811181216,2658.0753224347736,160.50115868334797,49043.47066547024,37175.127334529774,43109.299000000006,0.0,0.0,2415.035553299035,44854.28237165773,42035.70589053961,40984.70518518519,45443.76505
1629158400.0,45901.3,47160.0,44376.0,44695.95,57039.341629,1629244799.999,2616339597.91574244,1781303,27320.26180800,1253906922.58209693,58.6449069916297,2597.1625354899443,2645.892765045808,-48.73022955586384,49138.798096258295,37547.4389037417,43343.1185,0.0,0.0,2441.390156634818,44829.92354524885,42232.761009758906,41449.573333333334,45495.9838
1629244800.0,44695.95,46000.0,44203.28,44705.29,54099.415985,1629331199.999,2439673265.94711701,1656723,28538.22372700,1286718404.70649710,58.67045408193649,2394.837848339783,2595.681781704603,-200.84393336482026,49192.52561499156,37962.592385008444,43577.559,0.0,0.0,2395.3422883037597,44810.749153672106,42415.91130533232,41909.47925925926,45548.19585
1629331200.0,44699.37,47033.0,43927.7,46760.62,53411.75392,1629417599.999,2416320067.13376884,1774382,27193.50515000,1230827552.41014125,63.94830902138538,2372.987704864994,2551.1429663366816,-178.15526147168748,49547.29046270334,38063.25253729666,43805.2715,0.0,0.0,2446.05355342492,45110.729283876404,42737.74157901141,42395.64703703704,45616.534049999995
1629417600.0,46760.62,49382.99,46622.99,49322.47,56850.352228,1629503999.999,2721131744.27781711,1950404,29725.88511200,1422944576.34729543,69.22385958790642,2533.190154223892,2547.5524039141237,-14.362249690231693,50309.149382596355,38087.45761740365,44198.3035,0.0,0.0,2468.4782996088543,45758.68939404927,43225.499239825374,42953.585185185184,45695.51455
1629504000.0,49322.47,49757.04,48222.0,48821.87,46745.136584,1629590399.999,2290966131.37616106,2069725,23119.67378600,1133342367.74452761,67.15587178626546,2589.9027267503916,2556.0224684813775,33.88025826901412,50731.75019399953,38562.49980600047,44647.125,0.0,0.0,2401.804135351079,46229.94794881092,43640.04522206053,43451.39444444445,45762.2927
1629590400.0,48821.88,49500.0,48050.0,49239.22,37007.887795,1629676799.999,1807169840.16917142,1610192,18587.87755200,907708162.11097088,68.01379637743594,2638.113970447783,2572.4407688746587,65.67320157312406,50997.48805253391,39305.90194746609,45151.695,0.0,0.0,2333.8181256831444,46692.912879763084,44054.7989093153,43895.89888888889,45820.39445
1629676800.0,49239.22,50500.0,49029.0,49488.85,52462.541954,1629763199.999,2616721363.68517193,2143309,26218.97512000,1307817635.39098320,68.54308019388004,2665.7358397782373,2591.0997830553747,74.63605672286258,50913.579740488865,40517.99025951113,45715.784999999996,0.0,0.0,2272.18825956292,47123.05705210722,44457.321212328985,44267.416666666664,45883.1554
1629763200.0,49488.85,49860.0,47600.0,47674.01,51014.594748,1629849599.999,2486079315.56442367,1692896,24702.92344300,1203899649.69982630,60.68152202523625,2512.224588230558,2575.3247440904115,-63.10015585985366,50582.060020840625,41644.592979159366,46113.326499999996,0.0,0.0,2271.3176695941397,47207.81904409073,44695.59445586017,44550.914814814816,45930.07425
1629849600.0,47674.01,49264.3,47126.28,48973.32,44655.830342,1629935999.999,2149442271.52642047,1559186,21796.87767200,1049712097.34821821,63.876000488847964,2466.97156108373,2553.6541074890756,-86.68254640534542,50447.39486516346,42590.344134836545,46518.8695,0.0,0.0,2261.7964074802726,47479.434575769075,45012.463014685345,44882.64962962963,45979.00615
1629936000.0,48973.32,49352.84,46250.0,46843.87,49371.277774,1630022399.999,2333900030.22962785,1532753,23686.56349600,1120008931.61987400,55.86506999646284,2233.532618890822,2489.6298097694253,-256.0971908786032,50266.394722079196,43172.0442779208,46719.2195,0.0,0.0,2321.87094980311,47381.65541026614,45148.12279137532,45054.40888888888,46019.24705
1630022400.0,46843.86,49149.93,46348.0,49069.9,42068.104965,1630108799.999,2007071230.21999509,1320503,21727.05079000,1036769755.55960299,61.32540481493036,2202.760540319272,2432.2559558793946,-229.49541556012264,50488.61606864049,43399.55893135951,46944.0875,0.0,0.0,2356.1608819600306,47641.38534714827,45438.624806829,45336.18925925926,46032.7222
1630108800.0,49069.9,49299.0,48346.88,48895.35,26681.063786,1630195199.999,1303966035.77054955,793012,13895.76367700,679193791.59952045,60.69133504809017,2139.6244612068695,2373.7296569448895,-234.10519573802003,50527.923637550935,43870.349362449066,47199.1365,0.0,0.0,2255.8722475343143,47834.30298604854,45694.67852484167,45671.37111111111,46045.09685
1630195200.0,48895.35,49632.27,47762.54,48767.83,32652.283473,1630281599.999,1588661416.36037966,1193046,16157.04309600,786599088.69166977,60.201614983050774,2055.603151803065,2310.1043559165246,-254.5012041134596,50690.99474392137,43958.72125607863,47324.858,0.0,0.0,2228.2906584247203,47977.92252665646,45922.319374853396,46027.66777777778,46064.898100000006
1630281600.0,48767.84,48888.61,46853.0,46982.91,40288.35083,1630367999.999,1932344430.92392620,1204012,19637.84056000,942218565.02155950,53.67325255456745,1823.9620330188482,2212.8758913369893,-388.91385831814114,50670.313850005725,44119.19414999428,47394.754,0.0,0.0,2214.527754251526,47824.84367640162,46000.881643382774,46352.699629629635,46059.96510000001
1630368000.0,46982.91,48246.11,46700.0,47100.89,48645.52737,1630454399.999,2303799571.38227270,1300400,24426.21235000,1156878830.69083850,54.028117193143714,1631.1024438515087,2096.5212018398934,-465.41875798838464,50638.35662274874,44310.140377251264,47474.2485,0.0,0.0,2166.7836289478455,47713.46618772445,46082.36374387294,46625.94814814815,46059.03155
1630454400.0,47100.89,49156.0,46512.0,48810.52,49904.65528,1630540799.999,2386074445.41585230,1280384,25102.36864000,1200480555.04938700,58.93677130494128,1597.7943048303641,1996.7758224379877,-398.9815176076236,50572.785368797995,44816.86363120201,47694.8245,0.0,0.0,2200.870512594428,47882.243697305305,46284.44939247494,46920.320740740746,46067.31569999999
1630540800.0,48810.51,50450.13,48584.06,49246.64,54410.770538,1630627199.999,2704192314.67468902,1549849,28351.80722500,1409412062.21968112,60.10695981860426,1588.2799018385122,1915.0766383180926,-326.79673647958043,50723.69924135932,44810.61375864068,47767.1565,0.0,0.0,2176.9561902662545,48092.15082079679,46503.87091895828,47157.719629629624,46070.65995
1630627200.0,49246.63,51000.0,48316.84,49999.14,59025.644157,1630713599.999,2949574478.07173762,1645163,29625.44338300,1481238133.39463303,62.11316894892656,1622.7540316672603,1856.6121169879264,-233.85808532066608,51004.64056223344,44822.73543776656,47913.688,0.0,0.0,2213.1136052472366,48385.53377144344,46762.77973977618,47358.70481481482,46081.100150000006
1630713600.0,49998.0,50535.69,49370.0,49915.64,34664.65959,1630799999.999,1733527136.44425870,1225830,16739.70385000,837225473.73527600,61.742125049259286,1624.609785445704,1810.2116506794819,-185.60186523377797,51237.62282421129,44883.9351757887,48060.778999999995,0.0,0.0,2138.2976334438627,48620.934729682915,46996.32494423721,47585.41851851852,46085.011099999996
1630800000.0,49917.54,51900.0,49450.0,51756.88,40544.835873,1630886399.999,2049212025.84465917,1417660,21557.23586400,1090239906.68566371,66.49503308458418,1754.4291961217532,1799.0551597679364,-44.62596364618321,51751.94213242945,44955.174867570546,48353.5585,1.0,0.0,2160.5620881978725,49103.38784819324,47348.95865207149,47789.25111111111,46083.196950000005
1630886400.0,51756.88,52780.0,50969.33,52663.9,49249.667081,1630972799.999,2549290983.05687762,1678015,24620.35252500,1274643403.54794685,68.56669892863664,1908.500937293902,1820.9443152731296,87.55662202077247,52209.4576735512,45294.454326448795,48751.956,1.0,0.0,2135.5697961837386,49651.1589484712,47742.6580111773,48051.43296296296,46088.75345
1630972800.0,52666.2,52920.0,42843.05,46863.73,123048.802719,1631059199.999,6004105772.87044281,3321711,57935.60197600,2832268574.03872573,48.089540764857006,1544.7714930579095,1765.7097508300856,-220.93825777217603,51916.95299623044,45802.80300376956,48859.878,0.0,0.0,2702.8112393134716,49222.32372562948,47677.55223257157,48101.53407407407,46043.5421
1631059200.0,46868.57,47340.99,44412.02,46048.31,65069.3152,1631145599.999,3000605793.93896050,1796101,31796.74760000,1466544608.26787350,46.009236818966656,1177.1462989350257,1647.9970604510736,-470.8507615160479,51992.8962388263,45655.62876117369,48824.2625,0.0,0.0,2718.965436505366,48734.01392168648,47556.86762275145,48162.619629629626,45994.577699999994
1631145600.0,46048.31,47399.97,45513.08,46395.14,50651.66002,1631231999.999,2351862983.51824120,1567586,24183.38803000,1122994690.90933160,47.058281953450475,903.3734397340813,1499.0723363076752,-595.6988965735939,52007.315205046034,45348.47679495397,48677.896,0.0,0.0,2659.5314767549826,48374.18716450394,47470.81372476986,48110.58777777777,45939.51055
1631232000.0,46395.14,47033.0,44132.29,44850.91,49048.26618,1631318399.999,2243698626.03951660,1569941,24358.59799000,1114490733.87924340,43.047723000093576,555.3977416167036,1310.337417369481,-754.9396757527775,52201.224633637576,44757.47136636242,48479.348,0.0,0.0,2676.7585141296267,47832.144523811025,47276.74678219432,48028.45444444445,45893.32675
1631318400.0,44842.2,45987.93,44722.22,45173.69,30440.4081,1631404799.999,1380370764.01271670,1060890,14804.34260000,671123069.56236850,44.1197518632377,302.1867218197149,1108.7072782595278,-806.5205564398129,52245.589632660995,44306.55336733902,48276.071500000005,0.0,0.0,2575.969334548939,47423.15152014779,47120.964798328074,47961.78296296297,45874.74019999999
1631404800.0,45173.68,46460.0,44742.06,46025.24,32094.28052,1631491199.999,1464780920.21998130,1179808,15735.45104000,718436012.75886560,46.9564689984294,168.28821090390556,920.6234647884033,-752.3352538844978,52147.16972598681,44058.6122740132,48102.891,0.0,0.0,2514.6815249383008,47208.088209355825,47039.79999845192,47966.373703703706,45856.4854
1631491200.0,46025.23,46880.0,43370.0,44940.73,65429.15056,1631577599.999,2930668118.26163420,1703512,32041.05972000,1435586958.77986810,43.899932082501124,-25.04946244500752,731.4888793417213,-756.5383417867288,52237.59058478618,43694.86341521382,47966.227,0.0,0.0,2585.7757017284216,46859.263869454924,46884.31333189993,47975.43962962963,45845.8204
1631577600.0,44940.72,47250.0,44594.44,47111.52,44855.85099,1631663999.999,2072259519.06191970,1210258,22182.46649000,1025156547.71891840,50.80299474204777,-3.070950539498881,584.5769133654773,-587.6478639049761,52133.78735294819,43612.48664705182,47873.137,0.0,0.0,2590.760294462106,46898.0725049234,46901.1434554629,48064.559259259266,45849.993650000004
1631664000.0,47103.28,48500.0,46682.32,48121.41,43204.71174,1631750399.999,2056996398.84396170,1176050,20903.53535000,995198313.74741110,53.659779173345775,94.74470352367643,486.61047139711707,-391.86576787344063,52172.25544891522,43701.77255108479,47937.014,0.0,0.0,2535.5402734290983,47086.27827339673,46991.533569873056,48114.95888888888,45860.06855
1631750400.0,48121.4,48557.0,47021.1,47737.82,40725.08895,1631836799.999,1948447232.91071780,1176129,19907.79151000,952502982.81190170,52.41477609097611,139.7014159261671,417.2286603029271,-277.52724437676,52074.072126226776,43666.747873773216,47870.409999999996,0.0,0.0,2464.1373967555915,47186.51546210492,47046.814046178755,48056.26814814815,45873.07935000001
1631836800.0,47737.81,48150.0,46699.56,47299.98,34461.92776,1631923199.999,1637122049.41283770,1033968,16599.46162000,788563444.41334770,50.961342322882395,138.4044650628639,361.4638212549145,-223.0593561920506,51973.97759615155,43607.30540384845,47790.6415,0.0,0.0,2391.730439844478,47203.97154485801,47065.567079795146,47999.90185185185,45861.644100000005
1631923200.0,47299.98,48843.2,47035.56,48292.74,30906.47038,1632009599.999,1491461627.95142250,976346,15219.90487000,734476256.09950720,54.071197414090804,215.00560652252898,332.1721783084374,-117.16657178590845,51933.11849814284,43600.65550185717,47766.887,0.0,0.0,2350.0096941413008,47371.474384110625,47156.468777588096,47964.847037037034,45860.90454999999
1632009600.0,48292.75,48372.83,46829.18,47241.75,29847.24349,1632095999.999,1421642879.49320620,909785,14346.79979000,683249734.07218280,50.42542039238324,188.73088138097955,303.48391892294586,-114.75303754196631,51937.83870430679,43621.8192956932,47779.829,0.0,0.0,2292.412573131208,47351.51678655514,47162.78590517416,47881.62111111111,45845.366449999994
1632096000.0,47241.75,47347.25,42500.0,43015.62,78003.524443,1632182399.999,3457139274.30007093,1842231,36108.36295100,1600107748.56602710,39.029568060685506,-171.13268824708211,208.56059748894026,-379.6932857360224,52219.86267367144,42931.268326328565,47575.565500000004,0.0,0.0,2474.9009607646926,46684.455742469734,46855.588430716816,47709.088148148156,45818.5741
1632182400.0,43016.64,43639.0,39600.0,40734.38,84534.080485,1632268799.999,3551997786.69035526,1820721,38942.74356000,1637800328.50388315,34.49748805905236,-633.1061095995829,40.22725607123563,-673.3333656708185,52646.481977039235,41697.03502296076,47171.758499999996,0.0,1.0,2586.6223207100716,45769.059474397465,46402.16558399705,47403.94222222222,45778.48744999999
1632268800.0,40734.09,44000.55,40565.39,43543.61,58349.05542,1632355199.999,2482639471.90759590,1304011,29321.50660000,1248027083.19034100,43.23844725454217,-763.7380937407215,-120.5658138911558,-643.1722798495657,52491.87392478045,41281.34007521956,46886.607,0.0,0.0,2647.2321549450667,45426.68263218247,46190.42072592319,47281.710370370376,45751.7945
1632355200.0,43546.37,44978.0,43069.09,44865.26,48699.57655,1632441599.999,2147211305.48208910,1196106,24503.00365000,1080404499.56495710,46.8330951935372,-751.950752612087,-246.84280163534203,-505.1079509767449,52110.33693097082,41149.48906902918,46629.913,0.0,0.0,2594.4948581632766,45340.30991953902,46092.260672151104,47125.98296296297,45721.26205
1632441600.0,44865.26,45200.0,40675.0,42810.57,84113.426292,1632527999.999,3596718231.05054862,1819744,41952.77658200,1794510963.77978142,42.34353558035553,-898.0533115271246,-377.08490361369854,-520.9684079134261,51778.15857538221,40771.160424617796,46274.6595,0.0,0.0,2732.3880825801857,44951.11916268686,45849.172474213985,46900.62074074074,45673.43905
1632528000.0,42810.58,42966.84,41646.28,42670.64,33594.57189,1632614399.999,1428238748.20952580,949787,16555.72950000,703947971.38327600,42.04790831354797,-1013.449409691013,-504.3578048291614,-509.0916048618516,50924.2428249953,40716.452175004706,45820.3475,0.0,0.0,2631.543219538744,44600.276214581194,45613.72562427221,46674.798888888894,45612.36975
1632614400.0,42670.63,43950.0,40750.0,43160.9,49879.99765,1632700799.999,2124657079.27977650,1374145,24762.74447000,1055225792.12858580,43.53533122043712,-1053.201117258839,-614.126467315097,-439.0746499437421,49491.80664911316,41198.58835088684,45345.1975,0.0,0.0,2672.1472752859763,44378.83372003024,45432.03483728908,46533.242962962955,45548.9163
1632700800.0,43160.9,44350.0,42098.0,42147.35,39776.84383,1632787199.999,1728912299.80342430,1001487,19307.85346000,839585982.39070810,41.18203522396728,-1153.1963170084637,-721.9404372537704,-431.2558797546933,49417.0440590244,40801.71294097561,45109.378500000006,0.0,0.0,2642.136755622692,44035.52853233328,45188.72484934174,46349.77851851852,45470.787249999994
1632787200.0,42147.35,42787.38,40888.0,41026.54,43372.2624,1632873599.999,1816305387.83885820,1045389,20710.09030000,867306872.21244550,38.69134329496056,-1307.8076408349953,-839.1138779700154,-468.6937628649798,49490.934644277615,40225.64535572239,44858.29,0.0,0.0,2589.082701649642,43572.60721966662,44880.414860501616,46061.48296296297,45389.811349999996
1632873600.0,41025.01,42590.0,40753.88,41524.28,33511.53487,1632959999.999,1399625476.05637630,884909,16338.42660000,682466342.78705860,40.41482106185847,-1374.3323231397153,-946.1575670039555,-428.1747561357598,49407.95955321294,39821.53444678705,44614.746999999996,0.0,0.0,2535.2996515318105,43257.47995510252,44631.812278242236,45775.46962962964,45291.4908
1632960000.0,41524.29,44141.37,41410.17,43824.1,46381.22781,1633046399.999,2005486003.56467730,1197815,23348.93974000,1009687948.22583360,47.72685946960198,-1227.3294694110518,-1002.3919474853748,-224.93752192567706,49367.385385853384,39759.42761414661,44563.4065,0.0,0.0,2549.292533565253,43344.65226970213,44571.98173911318,45546.76444444444,45215.76975
1633046400.0,43820.01,48495.0,43283.03,48141.61,66244.87492,1633132799.999,3076094886.59247420,1771237,34156.88321000,1585411525.33782700,58.1177814473433,-753.7528806559858,-952.664134119497,198.91125346351123,49759.212381500525,39664.392618499485,44711.802500000005,0.0,0.0,2739.4837811677353,44082.645766671034,44836.39864732702,45481.059629629635,45178.45180000001
1633132800.0,48141.6,48336.59,47430.18,47634.9,30508.98131,1633219199.999,1459064880.53244480,996116,15180.50362000,726007609.15620260,56.69342402009528,-414.5486258689052,-845.0410324693787,430.4924066004735,49970.53932193004,39614.03167806996,44792.2855,0.0,0.0,2608.549939655754,44629.14641795241,45043.69504382132,45328.3937037037,45132.12255000001
1633219200.0,47634.89,49228.08,47088.0,48200.01,30825.05601,1633305599.999,1482764462.19057740,1114294,15426.81514000,742443046.40754920,57.931715708430104,-98.98610572666803,-695.8300471208366,596.8439413941686,50342.84578060724,39567.653219392756,44955.2495,0.0,0.0,2575.0878011089144,45178.51004595974,45277.496151686406,45163.06444444444,45078.55775000001
1633305600.0,48200.01,49536.12,46891.0,49224.94,46796.49372,1633391999.999,2258464361.12635660,1437692,23032.49140000,1112232800.78865170,60.15691039560695,231.13833148706908,-510.4363713992555,741.5747028863245,50690.98969506084,39430.85130493916,45060.9205,0.0,0.0,2580.090101029706,45801.0377311967,45569.89939970963,45250.51666666666,45036.44165
1633392000.0,49224.93,51886.3,49022.4,51471.99,52125.66793,1633478399.999,2618101829.01772260,1641651,26687.41046000,1341045872.99872880,64.58035535946266,666.4006303697752,-275.06897104544936,941.4696014152246,51387.382728137236,39069.51627186277,45228.4495,1.0,0.0,2600.3622366704412,46673.49192639721,46007.091296027436,45451.3937037037,45003.65155
1633478400.0,51471.99,55750.0,50382.41,55315.0,79877.545181,1633564799.999,4236927265.38152227,2443126,40664.02751700,2158326113.66324049,70.59341687382988,1306.3886921112644,41.222561585893374,1265.166130525371,53120.40600220805,38094.210997791946,45607.3085,1.0,0.0,2798.0213626225523,48002.95470695149,46696.566014840224,45781.758888888886,44989.71515
