date,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,bb_high,bb_low,bb_mid,bb_high_indicator,bb_low_indicator
1588982400000.0,9800.02,9914.25,9539.4,9520.0,81950.679567,76.9725233630121,652.9090427908377,518.3354872188054,134.57355557203232,9876.853240177668,6277.047759822333,8076.950500000001,0.0,0.0
1589068800000.0,9539.1,9574.83,8722.77,8117.0,183865.182028,50.853199901614666,555.5652520093472,525.7814401769137,29.783811832433457,9839.264124767842,6451.236875232159,8145.2505,0.0,0.0
1589155200000.0,8722.77,9168.0,8561.52,8200.0,168807.251832,51.89321029757958,479.58860393827126,516.5428729291853,-36.95426899091399,9787.79585567361,6646.505144326389,8217.1505,0.0,0.0
1589241600000.0,8562.04,8978.26,8810.79,8528.78,86522.780066,55.87635259252341,440.8248072565084,501.3992597946499,-60.574452538141486,9739.894188253933,6865.484811746067,8302.6895,0.0,0.0
1589328000000.0,8810.99,9398.0,9309.37,8792.99,92466.274018,58.8266398262616,426.5072479502096,486.4208574257618,-59.91360947555222,9715.401999224769,7067.276000775231,8391.339,0.0,0.0
1589414400000.0,9309.35,9939.0,9791.98,9256.76,129565.37747,63.44679385450389,447.42520293302186,478.62172652721387,-31.196523594192,9775.773924165234,7193.780075834767,8484.777,0.0,0.0
1589500800000.0,9791.97,9845.62,9316.42,9150.0,115890.761516,61.72958123860462,450.1985841539372,472.93709805255855,-22.738513898621363,9796.925153208434,7344.521846791566,8570.7235,0.0,0.0
1589587200000.0,9315.96,9588.0,9381.27,9220.0,59587.627862,62.447260136391456,452.82503856742915,468.9146861555327,-16.08964758810356,9806.49281467162,7508.954185328381,8657.7235,0.0,0.0
1589673600000.0,9380.81,9888.0,9680.04,9322.1,68647.764323,63.52177648554408,457.8671320416197,466.7051753327501,-8.838043291130418,9819.295997599322,7667.761002400679,8743.5285,0.0,0.0
1589760000000.0,9681.11,9950.0,9733.93,9464.23,82006.603583,65.0221825245754,467.9376368200683,466.9516676302138,0.9859691898544725,9830.471142094302,7837.096857905697,8833.784,0.0,0.0
1589846400000.0,9733.93,9897.21,9775.53,9474.0,78539.760454,65.12836209426133,471.2743840189087,467.81621090795284,3.4581731109558405,9811.750991481424,8032.212008518576,8921.9815,0.0,0.0
1589932800000.0,9775.13,9842.0,9511.43,9326.0,74923.73809,62.05524853937458,456.71172858758655,465.5953144438796,-8.883585856293053,9840.868505272589,8095.594494727411,8968.2315,0.0,0.0
1590019200000.0,9511.43,9578.47,9068.65,8815.0,108928.780969,52.792778074120115,399.3340158868341,452.34305473247053,-53.00903884563644,9838.900482432025,8117.70651756797,8978.303499999998,0.0,0.0
1590105600000.0,9067.51,9271.0,9170.0,8933.52,58943.131024,54.48951761835694,359.2837393732898,433.7311916606344,-74.44745228734462,9842.051718278613,8132.607281721387,8987.3295,0.0,0.0
1590192000000.0,9170.0,9307.85,9179.15,9070.0,43526.296966,56.43148336912093,334.6982094624127,413.9245952209901,-79.22638575857741,9851.08648910579,8159.372510894209,9005.2295,0.0,0.0
1590278400000.0,9179.01,9298.0,8720.34,8700.0,70379.86645,50.180062746010016,282.10614802839336,387.5609057824708,-105.45475775407743,9843.037254589804,8185.221745410194,9014.1295,0.0,0.0
1590364800000.0,8718.14,8979.66,8900.35,8642.72,62833.910949,49.27009371607852,233.11731188460544,356.6721870028978,-123.55487511829233,9845.894989941175,8170.6360100588245,9008.2655,0.0,0.0
1590451200000.0,8900.35,9017.67,8841.18,8700.0,58299.770138,50.241821386767626,196.64848229178642,324.6674460606755,-128.01896376888908,9845.374846038616,8150.535153961383,8997.955,0.0,0.0
1590537600000.0,8841.0,9225.0,9204.07,8811.73,68910.355514,52.16652522819929,174.74796358183448,294.6835495649073,-119.93558598307283,9838.674319288026,8136.3086807119735,8987.4915,0.0,0.0
1590624000000.0,9204.07,9625.47,9575.89,9110.0,74110.787662,56.95350599505486,179.39162597623908,271.62516484717366,-92.23353887093458,9745.783325572165,8169.699674427834,8957.7415,0.0,0.0
1590710400000.0,9575.87,9605.26,9427.07,9330.0,57374.362961,60.12340624414721,198.53533154477736,257.00719818669444,-58.471866641917075,9713.184159845241,8183.298840154759,8948.2415,0.0,0.0
1590796800000.0,9426.6,9740.0,9697.72,9331.23,55665.27254,60.14107884481742,211.369570021041,247.87967255356375,-36.51010253252275,9688.318350812147,8329.587649187852,9008.953,0.0,0.0
1590883200000.0,9697.72,9700.0,9448.27,9381.41,48333.786403,60.90235673873501,223.0190780007797,242.90755364300696,-19.888475642227263,9654.916877140273,8481.130122859726,9068.0235,0.0,0.0
1590969600000.0,9448.27,10380.0,10200.77,9421.67,76649.12696,61.53708476365708,232.81628136951076,240.88929918830775,-8.073017818796984,9663.420003667818,8561.915996332182,9112.668,0.0,0.0
1591056000000.0,10202.71,10228.99,9518.04,9266.0,108970.773151,57.64052904473932,225.42085630091606,237.7956106108294,-12.374754309913357,9670.503599615402,8602.133400384597,9136.3185,0.0,0.0
1591142400000.0,9518.02,9690.0,9666.24,9365.21,46252.644939,59.404755544295604,224.97200923804849,235.23089033627326,-10.258881098224776,9682.863111353914,8600.618888646086,9141.741,0.0,0.0
1591228800000.0,9666.32,9881.63,9789.06,9450.0,57456.100969,60.903460029116665,228.82043949662147,233.94880016834293,-5.1283606717214525,9714.328858006358,8599.153141993642,9156.741,0.0,0.0
1591315200000.0,9788.14,9854.75,9621.16,9581.0,47788.05005,63.16602362387153,239.678093522607,235.09465883919574,4.583434683411269,9761.987567595655,8587.594432404347,9174.791000000001,0.0,0.0
1591401600000.0,9621.17,9735.0,9666.3,9531.05,32752.950893,61.69981683591227,241.46881284755,236.3694896408666,5.099323206683408,9789.727800725099,8580.7491992749,9185.2385,0.0,0.0
1591488000000.0,9666.85,9802.0,9746.99,9372.46,57952.848385,57.162995697790436,227.46896259959976,234.58938423261324,-7.120421633013478,9777.949107617045,8583.350892382954,9180.65,0.0,0.0
1591574400000.0,9746.99,9800.0,9782.01,9633.0,40664.664125,62.09423764742601,234.69199773183755,234.60990693245813,0.0820907993794151,9805.225229746658,8571.974770253342,9188.6,0.0,0.0
1591660800000.0,9782.0,9877.0,9772.43,9570.0,46024.001289,60.287014335828765,232.65087713479443,234.2181009729254,-1.5672238381309853,9837.155839102714,8564.444160897285,9200.8,0.0,0.0
1591747200000.0,9772.44,9992.72,9885.0,9704.18,47130.762982,62.77220522648782,239.10423419255494,235.19532761685133,3.908906575703611,9891.75130476172,8598.76669523828,9245.259,0.0,0.0
1591833600000.0,9885.22,9964.0,9280.4,9113.0,94418.98473,48.400872773877836,194.27579047208383,227.01142018789784,-32.735629715814014,9888.02509304323,8620.440906956766,9254.232999999998,0.0,0.0
1591920000000.0,9278.88,9557.12,9465.13,9232.51,50119.066932,50.85059644436044,166.4733825375588,214.90381265783003,-48.43043012027124,9890.637371434588,8634.079628565409,9262.358499999998,0.0,0.0
1592006400000.0,9464.96,9494.73,9473.34,9351.0,27759.784851,53.22186001012972,152.24593036620718,202.37223619950547,-50.12630583329829,9868.335371441442,8721.481628558557,9294.9085,0.0,0.0
1592092800000.0,9473.34,9480.99,9342.1,9245.0,30055.506608,50.85795865228468,130.90822931610273,188.07943482282494,-57.1712055067222,9815.55197788601,8834.493022113988,9325.0225,0.0,0.0
1592179200000.0,9342.1,9495.0,9426.02,8910.45,86107.924707,44.1871945479016,86.01107630743354,167.66576311974666,-81.65468681231312,9778.73764784078,8892.35235215922,9335.545,0.0,0.0
1592265600000.0,9426.05,9589.0,9525.59,9373.09,52052.446927,53.30787300516988,86.76081595810501,151.48477368741834,-64.72395772931333,9736.00253686177,8991.223463138233,9363.613000000001,0.0,0.0
1592352000000.0,9526.97,9565.0,9465.14,9236.61,48046.411152,50.67691463673757,75.47219812363801,136.28225857466228,-60.81006045102427,9728.936129299158,9010.95087070084,9369.9435,0.0,0.0
1592438400000.0,9465.13,9489.0,9386.32,9280.0,37381.953765,51.496512667233716,69.22906793283437,122.8716204462967,-53.642552513462334,9728.205995128197,9006.681004871802,9367.4435,0.0,0.0
1592524800000.0,9386.32,9438.3,9310.23,9215.79,45330.983673,50.16797180313722,58.42662612598906,109.98262158223518,-51.55599545624612,9728.214522374077,8995.128477625924,9361.6715,0.0,0.0
1592611200000.0,9310.23,9395.0,9358.95,9170.95,30329.065384,49.21314234062491,45.72036401377591,97.13017006854332,-51.409806054767415,9726.791774358962,8975.505225641036,9351.1485,0.0,0.0
1592697600000.0,9358.95,9422.0,9294.69,9281.54,24316.926234,51.65695659026737,44.06627986302556,86.51739202743977,-42.45111216441421,9719.489728998224,8968.79427100178,9344.142000000002,0.0,0.0
1592784000000.0,9294.69,9780.0,9685.69,9277.09,57895.468343,51.549466145816425,41.91317940459703,77.59654950287123,-35.683370098274196,9719.613354103845,8969.779645896158,9344.696500000002,0.0,0.0
1592870400000.0,9685.69,9720.0,9624.89,9577.03,41031.02938,57.90727089882009,63.67547187272612,74.81233397684221,-11.13686210411609,9743.6501921772,8966.924807822801,9355.2875,0.0,0.0
1592956800000.0,9624.33,9670.0,9296.49,9208.0,61571.561464,49.33029311056851,50.561764013024,69.96221998407857,-19.40045597105457,9734.064169392179,8952.310830607821,9343.1875,0.0,0.0
1593043200000.0,9298.33,9340.0,9249.49,9009.69,55831.619156,45.43566741941655,23.891687894876668,60.748113566238196,-36.85642567136153,9715.188822121007,8914.055177878992,9314.622,0.0,0.0
1593129600000.0,9249.49,9298.0,9162.21,9045.45,50292.298277,46.25959780563282,5.57670873798088,49.713832600586734,-44.137123862605854,9694.34472606026,8886.33927393974,9290.342,0.0,0.0
1593216000000.0,9162.21,9196.24,9012.0,8833.0,46290.930113,42.18415386641696,-25.783764490217436,34.6143131824259,-60.39807767264334,9711.46686827893,8815.27113172107,9263.369,0.0,0.0
1593302400000.0,9012.0,9191.0,9116.35,8948.06,30688.176421,45.00975615732097,-40.88152825031284,19.51514489587816,-60.396673146191,9663.470718639897,8794.773281360101,9229.122,0.0,0.0
1593388800000.0,9116.16,9238.0,9192.56,9024.67,42120.293261,46.871572697926226,-46.13303514782274,6.385508887137981,-52.51854403496072,9615.141748475706,8788.569251524297,9201.855500000001,0.0,0.0
1593475200000.0,9192.93,9205.0,9138.55,9064.89,31463.162801,47.869467335069174,-46.51329798606639,-4.194252487502894,-42.3190454985635,9516.307707328213,8823.474292671786,9169.891,0.0,0.0
1593561600000.0,9138.08,9292.0,9232.0,9080.1,38488.528699,48.26520943588795,-45.06782530393866,-12.368967050790047,-32.698858253148614,9516.037429704818,8820.454570295184,9168.246000000001,0.0,0.0
1593648000000.0,9231.99,9261.96,9086.54,8940.0,45725.168076,44.88520760712925,-54.59780738712652,-20.814735118057342,-33.78307226906918,9513.754548014238,8793.486451985764,9153.6205,0.0,0.0
1593734400000.0,9086.54,9125.0,9058.26,9037.47,28943.420177,47.63284389672504,-53.66673571569663,-27.3851352375852,-26.281600478111432,9489.54032571476,8786.34767428524,9137.944,0.0,0.0
1593820800000.0,9057.79,9190.0,9135.46,9040.04,26441.968484,47.70686960119678,-52.12066263163433,-32.33224071639503,-19.788421915239304,9478.15959505107,8777.23240494893,9127.696,0.0,0.0
1593907200000.0,9135.0,9145.24,9069.41,8893.03,34073.653627,43.885305705050776,-62.04267759276263,-38.27432809166855,-23.76834950109408,9479.523395658556,8774.126604341445,9126.825,0.0,0.0
1593993600000.0,9069.41,9375.0,9344.2,9055.92,54463.132277,48.781095055029766,-56.115222903130416,-41.84250705396093,-14.272715849169487,9446.02829127307,8775.90470872693,9110.9665,0.0,0.0
1594080000000.0,9342.47,9379.42,9257.39,9203.0,34587.336678,52.78658306121742,-39.09883848358368,-41.29377333988548,2.1949348563018063,9442.140146520844,8776.43185347916,9109.286000000002,0.0,0.0
1594166400000.0,9257.4,9470.0,9436.06,9231.0,56140.517781,53.53160981333361,-23.087724326005628,-37.652563537109515,14.564839211103887,9435.320517833214,8778.351482166789,9106.836000000001,0.0,0.0
1594252800000.0,9436.06,9440.79,9232.43,9160.0,48044.450645,51.32014852997415,-15.94411381136706,-33.31087359196103,17.366759780593966,9429.718176034497,8778.374823965503,9104.0465,0.0,0.0
1594339200000.0,9232.42,9317.48,9288.34,9125.0,38295.494006,50.21878766653925,-12.957591455893635,-29.24021716474755,16.282625708853914,9426.146165086438,8777.351834913561,9101.749,0.0,0.0
1594425600000.0,9288.34,9299.28,9234.03,9178.25,22561.366,51.90975409029644,-6.222195405813181,-24.636612812960674,18.414417407147493,9412.547080599536,8780.621919400466,9096.5845,0.0,0.0
1594512000000.0,9234.02,9345.0,9302.75,9157.5,30872.702286,51.18020468779223,-2.5295381539744994,-20.21519788116344,17.68565972718894,9397.06058761445,8784.14941238555,9090.605,0.0,0.0
1594598400000.0,9303.31,9343.82,9242.62,9200.89,42740.069115,52.67790837550074,3.8537065664568217,-15.40141699163939,19.255123558096212,9289.997253674519,8853.598746325479,9071.797999999999,0.0,0.0
1594684800000.0,9242.61,9279.54,9255.85,9113.0,45772.552509,49.37375213565802,1.7997392498000409,-11.961185743351505,13.760924993151546,9277.166986062937,8856.92901393706,9067.047999999999,0.0,0.0
1594771200000.0,9255.85,9276.49,9197.6,9160.57,39053.579665,51.15938252619857,3.96475358290445,-8.775997878100315,12.740751461004765,9286.75614735793,8862.427852642071,9074.592,0.0,0.0
1594857600000.0,9197.6,9226.15,9133.72,9047.25,43375.571191,46.91436248783563,-3.4239645730158372,-7.705591217083419,4.281626644067582,9286.798144562637,8862.565855437364,9074.682,0.0,0.0
1594944000000.0,9133.72,9186.83,9154.32,9089.81,28054.358741,48.638115880888506,-5.778727064711347,-7.320218386609005,1.5414913218976576,9268.346941033611,8906.69805896639,9087.522500000001,0.0,0.0
1595030400000.0,9154.31,9219.3,9170.28,9121.1,22554.541457,49.92548612253473,-5.061703637240498,-6.868515436735304,1.806811799494806,9265.684328562,8926.664671438002,9096.174500000001,0.0,0.0
1595116800000.0,9170.3,9232.27,9208.99,9101.35,26052.019417,49.089124633430494,-6.017748488797224,-6.698362047147689,0.6806135583504647,9266.314128921927,8933.702871078072,9100.0085,0.0,0.0
1595203200000.0,9208.99,9221.52,9160.78,9131.0,35458.764082,50.43163786575497,-4.332965982312089,-6.225282834180569,1.8923168518684799,9269.323908427534,8937.304091572467,9103.314,0.0,0.0
1595289600000.0,9160.78,9437.73,9390.0,9152.8,60413.582486,51.44544299911402,-1.2245698193128192,-5.225140231207019,4.0005704118942,9273.947298422823,8939.950701577178,9106.949,0.0,0.0
1595376000000.0,9390.0,9544.0,9518.16,9261.0,48815.004107,56.23039906455242,9.856077542803177,-2.20889667640498,12.064974219208157,9284.337061461389,8961.660938538611,9122.999,0.0,0.0
1595462400000.0,9518.16,9664.0,9603.27,9440.33,51856.2335,62.77769014885065,32.73070350978196,4.779023360832409,27.951680148949553,9350.70827622068,8935.57572377932,9143.142,1.0,0.0
1595548800000.0,9603.27,9637.0,9537.8,9463.44,43931.136205,63.53469829688697,52.12295230431482,14.247809149528893,37.87514315478593,9408.613536434219,8920.01046356578,9164.312,1.0,0.0
1595635200000.0,9538.1,9732.9,9700.42,9513.0,40679.545416,65.17060740462776,70.6758201370194,25.533411347027,45.1424087899924,9451.11802971545,8939.50297028455,9195.3105,1.0,0.0
1595721600000.0,9700.42,10111.0,9931.54,9650.0,65279.269319,69.27413559800041,95.33489527504025,39.49370813262965,55.841187142410604,9540.245760789792,8909.783239210206,9225.0145,1.0,0.0
1595808000000.0,9931.54,11394.86,11029.96,9917.21,150188.933144,75.36952135335237,134.88414337149334,58.57179518040239,76.31234819109095,9696.614645369238,8824.835354630759,9260.724999999999,1.0,0.0
1595894400000.0,11029.96,11242.23,10906.27,10565.0,97267.734187,83.77354099654478,216.00843583029382,90.05912331038068,125.94931251991314,10043.144332518077,8611.705667481921,9327.425,1.0,0.0
1595980800000.0,10906.27,11342.82,11100.53,10812.0,76838.094233,85.76760701002506,296.80942353071805,131.40918335444815,165.4002401762699,10369.269224866704,8450.780775133295,9410.025,1.0,0.0
1596067200000.0,11100.52,11170.0,11099.61,10831.0,60794.826456,85.91103574663688,358.2482666175965,176.77700000707785,181.47126661051868,10626.090786067181,8364.55921393282,9495.325,1.0,0.0
1596153600000.0,11099.79,11444.0,11335.46,10960.0,70063.660974,86.87793499661913,412.5921093025554,223.94002186617337,188.65208743638203,10871.203933106053,8297.621066893947,9584.4125,1.0,0.0
1596240000000.0,11335.46,11861.0,11801.17,11220.0,85087.485126,88.57918307287369,471.20803038846316,273.39362357063135,197.8144068178318,11140.765481878665,8234.309518121336,9687.5375,1.0,0.0
1596326400000.0,11801.17,12123.46,11071.35,10518.5,97553.077604,64.34131546561298,455.8021790410876,309.87533466472263,145.92684437636495,11231.675482181008,8275.160517818991,9753.418,0.0,0.0
1596412800000.0,11071.36,11473.0,11219.81,10936.0,56931.841475,69.66195479339663,471.8425840647542,342.268784544729,129.5737995200252,11377.436190035965,8311.699809964033,9844.568,0.0,0.0
1596499200000.0,11219.68,11414.98,11191.97,11000.0,58629.113709,70.39128834118308,484.1381425982254,370.6426561554283,113.49548644279707,11514.285940116135,8358.793059883863,9936.539499999999,0.0,0.0
1596585600000.0,11191.99,11780.93,11744.91,11093.0,74970.256852,71.46480097631124,495.6729745820212,395.6487198407469,100.02425474127432,11637.809774555166,8439.844225444833,10038.827,0.0,0.0
1596672000000.0,11744.91,11900.0,11762.46,11562.5,63529.08502,76.1634081853753,536.5145326937472,423.821882411347,112.69265028240022,11829.732678870174,8495.190321129825,10162.4615,0.0,0.0
1596758400000.0,11762.47,11909.94,11594.23,11322.0,65755.926022,69.821210481529,543.2135935198166,447.700224633041,95.51336888677565,11940.850807285264,8604.162192714735,10272.5065,0.0,0.0
1596844800000.0,11594.36,11808.27,11761.41,11512.0,41858.16104,71.8178116588858,557.4283723035478,469.6458541671424,87.78251813640543,12053.824269454228,8732.253730545774,10393.039,0.0,0.0
1596931200000.0,11761.02,11797.11,11681.68,11521.97,41493.067342,71.92278277370649,563.0081748001612,488.3183182937462,74.68985650641503,12136.59146824489,8888.58353175511,10512.5875,0.0,0.0
1597017600000.0,11681.69,12067.35,11892.92,11450.0,84952.337887,69.89880438225369,555.2225707755697,501.6991687901109,53.523401985458804,12173.591620214913,9081.303379785084,10627.447499999998,0.0,0.0
1597104000000.0,11892.9,11935.0,11392.08,11125.0,90748.284634,61.48444276881745,516.8694898927624,504.73323301064124,12.136256882121188,12146.092211125322,9295.202788874676,10720.6475,0.0,0.0
1597190400000.0,11392.09,11617.52,11564.33,11150.0,64909.613644,61.864736795746936,482.9248311966294,500.3715526478389,-17.4467214512095,12114.446345425617,9497.815654574382,10806.131,0.0,0.0
1597276800000.0,11564.34,11792.96,11780.0,11270.36,70132.491502,63.721918858082645,460.4279637714899,492.3828348725691,-31.95487110107922,12063.343458856434,9729.610541143567,10896.477,0.0,0.0
1597363200000.0,11779.77,11850.0,11760.54,11634.03,59818.852697,68.68439586473053,466.56588286836086,487.2194444717275,-20.653561603366654,12023.59892550999,9981.45807449001,11002.5285,0.0,0.0
1597449600000.0,11760.55,11980.0,11852.4,11680.0,56237.90505,69.25686756972408,469.72492623065773,483.7205408235136,-13.995614592855873,11956.848921807048,10251.208078192953,11104.0285,0.0,0.0
1597536000000.0,11852.4,11931.72,11911.0,11686.0,41368.236906,69.33566068534057,467.3256020702829,480.44155307286746,-13.115951002584552,11886.764065223007,10498.171934776994,11192.468,0.0,0.0
1597622400000.0,11910.99,12468.0,12281.13,11769.78,84734.21154,70.47361348165751,466.803446650385,477.71393178837104,-10.91048513798603,11927.574904529583,10577.839095470417,11252.707,0.0,0.0
1597708800000.0,12281.15,12387.77,11945.01,11817.93,75923.835527,71.13656126837839,464.91567876698355,475.1542811840936,-10.23860241711003,11988.845036283092,10617.16196371691,11303.0035,0.0,0.0
1597795200000.0,11945.1,12020.08,11754.59,11561.0,73940.169606,63.00710069741548,437.64263351626323,467.6519516505275,-30.009318134264277,11998.141937149814,10680.865062850187,11339.5035,0.0,0.0
1597881600000.0,11754.38,11888.0,11853.55,11668.0,46085.254351,64.81067264169084,419.8230951173664,458.0861803438953,-38.263085226528915,12024.187228189108,10725.619771810892,11374.9035,0.0,0.0
1597968000000.0,11853.54,11878.0,11531.34,11485.81,64448.306142,59.492046645428324,386.54393431917197,443.7777311389507,-57.23379681977872,12035.128186464239,10741.25981353576,11388.194,0.0,0.0
1598054400000.0,11531.23,11686.0,11662.96,11376.81,43678.701646,56.50444831786597,347.3703019636705,424.4962453038947,-77.12594334022418,11940.922474941935,10921.296525058066,11431.1095,0.0,0.0
1598140800000.0,11663.51,11718.07,11648.13,11514.13,37900.00469,59.27888572535806,323.6743757368404,404.33187139048385,-80.65749565364348,11917.092277809454,11002.939722190546,11460.016,0.0,0.0
